19720221|0
12791957|0
46214460|0
51840180|1
88622836|1
40913754|1
69857736|1
46778757|4
41062819|4
71470648|4
59741257|4
74290941|6
72131433|6
70622274|6
85278784|6
11236333|7
15064472|7
81823642|19
21517744|19
32366695|19
19418629|20
6589441|20
85805109|20
44101004|20
78479879|20
7389488|20
92055495|20
80470324|20
45322400|20
22837492|20
30057767|20
28760571|20
36504237|20
39013148|20
5230680|20
58524515|20
60758541|20
67654994|20
40424754|20
82159235|20
6291899|20
11257428|20
63272567|20
42084066|20
65162617|20
87926005|20
32071986|20
34860921|20
71844423|20
84769828|20
34012715|20
64201082|20
19485542|20
77114979|20
51868964|20
84833329|20
3184443|26
82915143|26
26506173|26
11683580|26
14424408|26
58898326|26
4665691|26
46673462|26
88757111|26
23754009|26
24930487|26
24315555|26
93503444|27
4392846|27
31328120|27
74420866|27
41391391|31
85324918|31
14005907|31
97093954|31
68844394|31
39259426|31
3994701|31
36118220|31
11667869|31
33399626|31
46975231|31
59934522|31
17588767|31
43775005|31
53128562|33
56530970|33
82467511|33
36696030|33
95557879|33
89339968|33
40823673|33
89627485|33
15153589|33
66319856|33
60236325|33
29439562|33
71185983|33
4553487|37
34504905|37
71831243|37
3955848|37
97972882|37
54571592|37
42336768|37
83461637|37
88782653|37
9944169|37
66183403|37
38130830|37
16491959|37
49882657|37
27794923|37
50242327|40
70919400|40
87373346|40
71774483|40
8458497|40
4239809|40
32787828|40
74050435|40
4854858|40
60293622|40
88516059|40
11806764|40
98529757|40
39596605|40
40190210|40
56732106|40
4377033|40
11086601|40
55279328|40
81052222|40
77308082|40
66493591|40
7492117|40
67766544|40
52446667|40
22147063|40
58593807|40
67417527|40
77729473|40
30889384|40
87711769|40
23059555|40
35655425|40
8515902|40
9522329|40
3269618|40
4151700|40
44229151|40
88000405|42
36783983|42
75983129|42
86070102|42
75339234|42
75459120|42
34543674|42
62340621|42
13461894|42
41493643|42
92023574|42
55199997|42
18287266|42
35666499|42
12837081|42
53551717|42
88011118|42
14610228|42
81482264|42
94341954|42
98864107|43
3482570|43
63132407|43
33081217|43
34768824|43
39143414|43
70932528|43
22665904|43
16681531|43
82513240|43
67878773|43
30805742|43
79664965|43
3339653|43
2915060|43
79986380|43
89175764|43
98444487|46
39294854|46
62592725|46
68998000|46
52126051|46
32315501|46
81770769|46
2385945|46
78834760|46
60524656|46
65313961|46
19928862|46
75342726|46
31642467|46
74161638|46
45367131|46
91333918|46
9713649|46
19436680|46
64652311|46
17445827|46
41958944|46
6063014|46
65305444|46
12188632|46
98969593|46
35876409|46
7084115|46
88979591|46
48597537|46
4230642|46
34766872|46
22500882|46
64037492|46
4423077|46
61384143|46
37144957|46
75543374|53
90292820|53
18570071|53
76146473|53
47383254|53
39016045|53
34412648|53
88299937|53
13955684|53
78333334|53
5321514|53
96933852|53
77153034|53
42085041|53
63506912|53
66468138|53
51332521|53
84746587|53
12625016|53
34551940|53
74553361|53
91151216|53
35499662|53
10726715|53
42551028|53
43470330|53
55477908|53
67686274|53
18112540|53
10564253|53
93705378|53
7437544|53
42629321|53
19169971|53
17837642|53
34590809|53
99632677|53
48150307|53
68255348|53
7962191|53
33464907|53
76292194|53
18425012|53
51276319|53
71641689|53
1047482|53
69345754|53
94163011|53
3382980|53
55651383|53
94537902|53
18899599|53
55752702|53
20076885|53
62720319|53
94486737|53
14922799|64
74087674|64
83567312|64
38490944|64
16398541|64
85249867|64
66183346|64
76130229|64
20312178|64
99233275|64
70556398|64
97648492|64
49080768|64
46112964|64
30563434|64
91317208|64
9189716|64
96503752|64
70621249|64
42628469|64
27798564|64
19715400|64
84611957|64
44567927|65
61619117|65
96869989|65
98091507|65
49480637|65
13591957|65
20373267|65
4310745|65
59459970|65
28560126|65
88138750|65
47196605|65
11242590|65
32631386|65
45599527|65
93233239|65
83705516|65
84550727|65
57128972|65
41405495|65
649496|65
9947188|65
23067723|69
13157957|69
48112443|69
20712929|69
28964152|69
62122723|69
91894566|69
66034389|69
89787837|69
31264647|69
66502078|69
56552840|69
45809033|69
68965741|69
15523142|69
65786921|69
70671308|69
64991307|69
6569866|69
72593029|69
9181490|69
76376175|69
48766996|69
39658630|69
37906336|69
11906312|69
75814559|69
4294221|69
31974793|69
31001428|69
15289573|69
65139344|69
83379|69
52356022|69
22707323|69
96053679|70
7486399|70
24088386|70
29570083|70
82336515|70
79421391|70
9635796|70
4300573|70
13729081|70
60373305|70
41103307|70
68290391|70
48422681|70
72005623|70
31701781|70
65862818|70
91020299|70
56283894|70
46214460|70
37316932|70
14905548|70
49671142|70
16168068|70
83249503|70
27034010|70
15618972|70
64127420|70
27428551|70
42226156|70
20513469|70
95165140|70
60791122|70
91907774|70
19193537|70
42695518|70
5117774|70
10827808|70
57952218|70
3017512|70
88522898|70
7627283|70
51854988|70
79443084|70
39107131|70
44429070|70
80877395|70
8022970|70
69537185|70
43154843|70
34938396|70
37467609|70
37635220|70
78350449|70
35307688|70
5390697|70
86312050|70
42246871|70
68604034|74
85882150|74
58393312|74
90818113|74
99364464|74
13572098|74
32881993|74
12364201|74
13404425|74
75425947|74
20058392|76
30690029|76
5375392|76
36773572|76
66148139|76
45791161|76
67242250|76
64691279|76
53760859|76
50290008|76
6232956|76
7836843|76
40009433|76
76633006|76
40670841|76
62859862|76
6483706|76
30945675|76
31484193|76
87798633|76
7648770|76
31795229|76
80938432|76
93752279|76
55116659|76
15849415|76
71800802|76
87259878|85
58124972|85
61779017|85
35217049|85
81967023|85
7285345|85
27397250|85
15441857|85
91062194|85
89081798|85
19426204|85
69355640|85
87368392|85
83907505|85
97494986|85
77988486|85
32524788|85
51493206|85
62594677|85
32824180|85
72575069|85
27630930|85
24786199|85
53067184|85
32483191|85
92576597|85
72209162|85
62043971|85
52746393|85
18735976|91
85765533|91
4970280|91
38734821|91
29171583|91
35276576|91
50018770|91
86346096|91
24126883|91
57945065|91
21124502|91
12845748|91
21227429|91
42025474|92
70313722|92
48249523|92
21309325|92
96675227|92
13018343|92
67082786|92
63639627|92
1590110|92
30057767|92
333908|92
36504237|92
98963220|92
39493087|92
7862740|92
54008288|92
30631005|92
57432828|92
60959957|92
4861806|92
32071986|92
32071986|92
49069310|92
50568318|94
21084024|94
1526736|94
78515058|94
20463317|94
97071507|94
8242735|94
23038116|94
40575778|94
24504693|94
53040135|94
48830768|94
12659774|94
93503444|94
3360543|94
40056895|94
8921678|94
63466843|94
37162688|94
16191846|94
52373091|94
2077820|94
30247491|94
8482343|94
1627554|94
198703|94
63634875|94
38721137|94
13626112|94
56645290|94
88931425|94
70667665|94
85633945|96
38225277|96
65230598|96
80474357|96
87472795|96
68266747|96
31687423|96
48030261|96
44864298|96
75594907|96
75174758|96
62932130|96
48465959|96
88849161|96
55928917|96
81383861|96
48442845|96
31551742|96
79891957|96
44638908|96
62821569|96
47301977|96
66808887|96
33765155|96
53410141|96
37924301|96
95561730|96
82220138|96
60337881|96
68994406|96
29818580|96
60557182|96
5977868|96
75026717|96
28705967|96
42402969|96
53128562|96
98202492|96
56530970|96
56530970|96
21338103|96
2744417|101
1289851|101
37750995|101
42909105|101
20398743|101
82361025|101
42667306|101
5850794|101
84415237|101
55676446|101
93868538|101
14859632|101
23309709|101
91246228|101
20448882|101
75137419|101
19139895|101
46942446|101
70394665|101
21520258|101
6405489|101
81823642|101
34160353|101
20449358|101
5850310|101
56530970|101
948548|101
23389119|116
84426782|116
30836423|116
32954179|116
89314025|116
2634085|116
87056356|116
3217843|116
47462248|116
79658561|116
53078565|116
94936061|116
41154415|116
77649600|116
4392846|116
498112|116
26506173|116
44038008|116
62907525|116
30905884|116
13239859|117
98800841|117
49877692|117
20968203|117
4362380|117
28488874|117
71200084|119
12530047|119
4392846|119
11744043|119
40813574|119
95342335|119
92764117|119
31431091|119
15422339|119
82559453|119
18750804|119
